Portugal|Cadernos de Estudos Africanos||Cadernos de Estudos Africanos|cea|1645-3794|1645-3794||Centro de Estudos Internacionais
Brazil|Cadernos de Pesquisa||Cad. Pesqui.|cp|0100-1574|0100-1574||Fundação Carlos Chagas
Brazil|Cadernos de Saúde Pública|Cad Saude Publica|Cad. Saúde Pública|csp|0102-311X|0102-311X||Escola Nacional de Saúde Pública Sergio Arouca, Fundação Oswaldo Cruz
Public Health|Cadernos de Saúde Pública||Cad. Saúde Pública|csp|0102-311X|0102-311X||Escola Nacional de Saúde Pública Sergio Arouca, Fundação Oswaldo Cruz
Brazil|Cadernos EBAPE.BR||Cad. EBAPE.BR|cebape|1679-3951||1679-3951|Fundação Getulio Vargas, Escola Brasileira de Administração Pública e de Empresas
Brazil|Cadernos Metrópole||Cad. Metrop.|cm|2236-9996||2236-9996|EDUC - Editora da Pontifícia Universidade Católica de São Paulo
Brazil|Cadernos Nietzsche||Cad. Nietzsche|cniet|2316-8242||2316-8242|Grupo de Estudos Nietzsche
Brazil|Cadernos Pagu||Cad. Pagu|cpa|0104-8333|0104-8333||Núcleo de Estudos de Gênero - Pagu
Social Sciences|Cadernos Pagu||Cad. Pagu|pagu|0104-8333|0104-8333||Núcleo de Estudos de Gênero - Pagu
Brazil|Cadernos Saúde Coletiva||Cad. saúde colet.|cadsc|1414-462X|1414-462X||Instituto de Estudos em Saúde Coletiva da Universidade Federal do Rio de Janeiro
Colombia|Caldasia||Caldasia|cal|0366-5232|0366-5232||Instituto de Ciencias Naturales, Facultad de Ciencias-Universidad Nacional de Colombia
Chile|Calidad en la educación||Calidad en la educación|caledu|0718-4565||0718-4565|Consejo Nacional de Educación
Brazil|CERNE||CERNE|cerne|0104-7760|0104-7760||UFLA - Universidade Federal de Lavras
Brazil|Cerâmica||Cerâmica|ce|0366-6913|0366-6913||Associação Brasileira de Cerâmica
Colombia|CES Medicina Veterinaria y Zootecnia||Ces. Med. Vet. Zootec.|cmvz|1900-9607||1900-9607|Universidad CES
Colombia|CES Medicina||CES Med.|cesm|0120-8705|0120-8705||Universidad CES
Colombia|CES Odontología||CES odontol.|ceso|0120-971X|0120-971X||Universidad CES - Facultad de Odontología
Colombia|CES Psicología||CES Psicol|cesp|2011-3080||2011-3080|Universidad CES
Chile|Chilean journal of agricultural research||Chilean J. Agric. Res.|chiljar|0718-5839||0718-5839|Instituto de Investigaciones Agropecuarias, INIA
Chile|Chungará (Arica)||Chungará (Arica)|chungara|0717-7356||0717-7356|Universidad de Tarapacá<br>Facultad de Ciencias Sociales y Jurídicas<br>-Departamento de Antropología
Argentina|Ciclos en la historia, la economía y la sociedad||Ciclos hist. econ. soc.|ciclos|1851-3735||1851-3735|Fundación de Investigaciones Históricas, Económicas y Sociales
Chile|Ciencia & trabajo||Cienc Trab.|cyt|0718-2449||0718-2449|Fundación Científica y Tecnológica. Asociación Chilena de Seguridad
Argentina|Ciencia del suelo||Cienc. suelo|cds|1850-2067||1850-2067|Asociación Argentina de la Ciencia del Suelo
Colombia|Ciencia e Ingeniería Neogranadina||Cienc. Ing. Neogranad.|cein|0124-8170|0124-8170||Universidad Militar Nueva Granada
Chile|Ciencia e investigación agraria||Cienc. Inv. Agr.|ciagr|0718-1620||0718-1620|Pontificia Universidad Católica de Chile. Facultad de Agronomía e Ingeniería Forestal
Peru|Ciencia e Investigación Médica Estudiantil Latinoamericana||CIMEL|cimel|1680-8398||1680-8398|Federación Latinoamericana de Sociedades Científicas de Estudiantes de Medicina
Peru|Ciencia e Investigación||Ciencia e Investigación|cei|1609-9044||1609-9044|Universidad Nacional Mayor de San Marcos. Facultad de Farmacia y Bioquímica
Mexico|Ciencia forestal en México||Rev. Cien. For. Mex|cfm|1405-3586|1405-3586||Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias
Chile|Ciencia y enfermería||Cienc. enferm.|cienf|0717-9553||0717-9553|Universidad de Concepción. Facultad de Medicina. Departamento de Enfermería
Argentina|Ciencia, docencia y tecnología||Cienc. docencia tecnol.|cdyt|1851-1716||1851-1716|Universidad Nacional de Entre Ríos
Mexico|Ciencias marinas||Cienc. mar|ciemar|0185-3880|0185-3880||Universidad Autónoma de Baja California, Instituto de Investigaciones Oceanológicas
Uruguay|Ciencias Psicológicas||Cienc. Psicol.|cp|1688-4094||1688-4094|Prensa Médica Latinoamericana
Chile|Cinta de moebio||Cinta moebio|cmoebio|0717-554X||0717-554X|Universidad de Chile. Facultad de Ciencias Sociales.
Argentina|Circe de clásicos y modernos||Circe clás. mod.|circe|1851-1724||1851-1724|Instituto de Estudios Clásicos. Facultad de Ciencias Humanas. Universidad Nacional de La Pampa
Spain|Cirugía Plástica Ibero-Latinoamericana||Cir. plást. iberolatinoam.|cpil|0376-7892|0376-7892||Sociedad Española de Cirugía Plástica, Reparadora y Estética (SECPRE)
Mexico|Cirujano general||Cir. gen|cg|1405-0099|1405-0099||Asociación Mexicana de Cirugía General A.C.
Colombia|Civilizar Ciencias Sociales y Humanas||Civilizar|ccso|1657-8953|1657-8953||Universidad Sergio Arboleda
Brazil|Ciência & Educação (Bauru)||Ciênc. educ. (Bauru)|ciedu|1516-7313|1516-7313|1980-850X|Programa de Pós-Graduação em Educação para a Ciência, Universidade Estadual Paulista (UNESP), Faculdade de Ciências, campus de Bauru.
Brazil|Ciência & Saúde Coletiva|Cien Saude Colet|Ciênc. saúde coletiva|csc|1413-8123|1413-8123||ABRASCO - Associação Brasileira de Saúde Coletiva
Public Health|Ciência & Saúde Coletiva||Ciênc. saúde coletiva|csc|1413-8123|1413-8123||ABRASCO - Associação Brasileira de Saúde Coletiva
Portugal|Ciência & Tecnologia dos Materiais||C.Tecn. Mat.|ctm|0870-8312|0870-8312||Sociedade Portuguesa de Materiais
Brazil|Ciência Animal Brasileira||Ciênc. anim. bras.|cab|1809-6891||1809-6891|Universidade Federal de Goiás
Brazil|Ciência da Informação||Ci. Inf.|ci|0100-1965|0100-1965||IBICT
Brazil|Ciência e Agrotecnologia||Ciênc. agrotec.|cagro|1413-7054|1413-7054||Editora da Universidade Federal de Lavras
Portugal|Ciência e Técnica Vitivinícola||Ciência Téc. Vitiv.|ctv|0254-0223|0254-0223||INIAV - DOIS PORTOS (Ex-Estação Vitivinícola Nacional)
Brazil|Ciência Florestal||Ciênc. Florest.|cflo|1980-5098||1980-5098|Universidade Federal de Santa Maria
Brazil|Ciência Rural||Cienc. Rural|cr|0103-8478|0103-8478||Universidade Federal de Santa Maria
Uruguay|CLEI Electronic Journal||CLEIej|cleiej|0717-5000|0717-5000||Centro Latinoamericano de Estudios en Informática
Brazil|Clinics|Clinics (Sao Paulo)|Clinics|clin|1807-5932|1807-5932||Faculdade de Medicina / USP
Spain|Clínica y Salud||Clínica y Salud|clinsa|1130-5274|1130-5274||Colegio Oficial de Psicólogos de Madrid
Colombia|Co-herencia||Co-herencia|cohe|1794-5887|1794-5887||Departamento de Humanidades de la Universidad EAFIT
Brazil|CoDAS|Codas|CoDAS|codas|2317-1782||2317-1782|Sociedade Brasileira de Fonoaudiologia
Colombia|Colombia Forestal||Colomb. for.|cofo|0120-0739|0120-0739||Proyecto Curricular de Ingeniería Forestal, Facultad del Medio Ambiente y Recursos Naturales, Universidad Distrital Francisco José de Caldas.
Colombia|Colombia Internacional||colomb.int.|rci|0121-5612|0121-5612||Departamento de Ciencia Política y Centro de Estudios Internacionales. Facultad de Ciencias Sociales, Universidad de los Andes
Colombia|Colombia Médica||Colomb. Med.|cm|1657-9534||1657-9534|Facultad de Salud, Universidad del Valle, Cali, Colombia
Colombia|Colombian Applied Linguistics Journal||Colomb. Appl. Linguist. J.|calj|0123-4641|0123-4641||Facultad de Ciencias y Educación de la Universidad Distrital, Bogotá Colombia
Brazil|Coluna/Columna||Coluna/Columna|coluna|1808-1851|1808-1851||Sociedade Brasileira de Coluna
Argentina|Comechingonia||Comechingonia|come|1851-0027||1851-0027|AREA DE ETNOHISTORIA Y ARQUEOLOGÍA-C.E.H. PROF. CARLOS S.A. SEGRETI - U.A. CONICET
Portugal|Comportamento Organizacional e Gestão||Comport. Organ. Gest.|cog|0872-9662|0872-9662||ISPA - Instituto Superior de Psicologia Aplicada
Mexico|Computación y Sistemas||Comp. y Sist.|cys|1405-5546|1405-5546||Centro de Investigación en computación, IPN
Brazil|Computational & Applied Mathematics||Comput. Appl. Math.|cam|1807-0302||1807-0302|Sociedade Brasileira de Matemática Aplicada e Computacional
Mexico|Comunicación y sociedad||Comun. soc|comso|0188-252X|0188-252X||Universidad de Guadalajara, Departamento de Estudios de la Comunicación Social
Portugal|Comunicações Geológicas||Comunicações Geológicas|cg|1647-581X|1647-581X||LNEG - Laboratório Nacional de Energia e Geologia
Mexico|Concreto y cemento. Investigación y desarrollo||Concr. cem. investig. desarro|ccid|2007-3011|2007-3011||Instituto Mexicano del Cemento y del Concreto, A.C.
Mexico|CONfines de relaciones internacionales y ciencia política||CONfines relacion. internaci. ciencia política|confines|1870-3569|1870-3569||Instituto Tecnológico y de Estudios Superiores de Monterrey, División de Humanidades y Ciencias Sociales
Peru|Consensus||Consensus|consen|1680-3817|1680-3817||Universidad Femenina del Sagrado Corazón
Peru|Contabilidad y Negocios||Contabilidad y Negocios|cyn|1992-1896||1992-1896|Pontificia Universidad Católica del Perú
Mexico|Contaduría y administración||Contad. Adm|cya|0186-1042|0186-1042||Facultad de Contaduría y Administración, UNAM
Brazil|Contexto Internacional||Contexto int.|cint|0102-8529|0102-8529||Pontifícia Universidade Católica do Rio de Janeiro, Instituto de Relações Internacionais
Mexico|Convergencia||Convergencia|conver|1405-1435|1405-1435||Universidad Autónoma del Estado de México, Facultad de Ciencias Políticas y Administración
Colombia|Corpoica Ciencia y Tecnología Agropecuaria||Corpoica cienc. tecnol. agropecu.|ccta|0122-8706|0122-8706||Corporación Colombiana de Investigación Agropecuaria - Corpoica
Cuba|Correo Científico Médico||ccm|ccm|1560-4381||1560-4381|Universidad Ciencias Médicas de Holguín
Portugal|Corrosão e Protecção de Materiais||Corros. Prot. Mater.|cpm|0870-1164|0870-1164|2182-6587|LNEG - Laboratório Nacional de Energia e Geologia, I.P.
Brazil|Crop Breeding and Applied Biotechnology||Crop Breed. Appl. Biotechnol.|cbab|1984-7033||1984-7033|Crop Breeding and Applied Biotechnology
Mexico|Crítica (México, D.F.)||Crítica (Méx., D.F.)|rhfi|0011-1503|0011-1503||Instituto de Investigaciones Filosóficas, UNAM
Colombia|CS||CS|recs|2011-0324|2011-0324||Universidad Icesi
Colombia|CT&F - Ciencia, Tecnología y Futuro||C.T.F Cienc. Tecnol. Futuro|ctyf|0122-5383|0122-5383||Instituto Colombiano del Petróleo (ICP) - ECOPETROL S.A.
Argentina|Cuaderno urbano||Cuad. urbano|cuba|1853-3655||1853-3655|Universidad Nacional del Nordeste
Colombia|Cuadernos de Administración (Universidad del Valle)||cuad.adm.|cuadm|0120-4645|0120-4645||Universidad del Valle
Colombia|Cuadernos de Administración||Cuad. Adm.|cadm|0120-3592|0120-3592||Pontificia Universidad Javeriana
Argentina|Cuadernos de antropología social||Cuad. antropol. soc.|cas|1850-275X||1850-275X|Universidad de Buenos Aires. Facultad de Filosofía y Letras. Instituto de Ciencias Antropológicas. Sección de Antropología Social
Colombia|Cuadernos de Contabilidad||Cuad. Contab.|cuco|0123-1472|0123-1472||Pontificia Universidad Javeriana
Colombia|Cuadernos de Desarrollo Rural||Cuad. Desarro. Rural|cudr|0122-1450|0122-1450||Instituto de Estudios Rurales de la Facultad de Estudios Ambientales y Rurales de la Pontificia Universidad Javeriana
Chile|Cuadernos de economía||Cuad. econ.|cecon|0717-6821||0717-6821|Instituto de Economía, Pontificia Universidad Católica de Chile
Colombia|Cuadernos de Economía||Cuad. Econ.|ceco|0121-4772|0121-4772||Universidad Nacional de Colombia
Social Sciences|Cuadernos de Economía||Cuad. Econ.|ceco|0121-4772|0121-4772||Universidad Nacional de Colômbia
Colombia|Cuadernos de Geografía - Revista Colombiana de Geografía||Cuad. geogr.|rcdg|0121-215X|0121-215X||Facultad de Ciencias Humanas de la Universidad Nacional de Colombia
Argentina|Cuadernos de herpetología||Cuad. herpetol.|cherp|1852-5768||1852-5768|Facultad de Ciencias Agrarias Universidad Nacional de Jujuy
Chile|Cuadernos de historia (Santiago)||Cuadernos de Historia|cuadhist|0719-1243||0719-1243|Universidad de Chile. Departamento de Ciencias Históricas
Argentina|Cuadernos de historia de España||Cuad. hist. Esp.|che|0325-1195|0325-1195|1850-2717|Universidad de Buenos Aires. Facultad de Filosofía y Letras. Instituto de Historia de España
Cuba|Cuadernos de Historia de la Salud Pública||Cuad Hist Salud Pública|his|0045-9178|0045-9178||Editorial Ciencias Médicas
Argentina|Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy||Cuad. Fac. Humanid. Cienc. Soc., Univ. Nac. Jujuy|cfhycs|1668-8104||1668-8104|Universidad Nacional de Jujuy. Facultad de Humanidades y Ciencias Sociales
Spain|Cuadernos de Medicina Forense||Cuad. med. forense|cmf|1135-7606|1135-7606||Asociación de Médicos Forenses de Andalucía
Spain|Cuadernos de Psicología del Deporte||CPD|cpd|1578-8423|1578-8423||Universidad de Murcia
Argentina|Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos||Cuad. Cent. Estud. Diseñ. Comun., Ensayos|ccedce|1853-3523||1853-3523|Centro de Estudios en Diseño y Comunicación, Facultad de Diseño y Comunicación, Universidad de Palermo
Argentina|Cuadernos del CILHA||Cuad. CILHA|ccilha|1852-9615||1852-9615|Centro Interdisciplinario de Literatura Hispanoamericana, Facultad de Filosofía y Letras, Universidad Nacional de Cuyo
Social Sciences|Cuadernos del CLAEH||Cuad.CLAEH|cclaeh|0797-6062|0797-6062||Centro Latinoamericano de Economía Humana (CLAEH)
Chile|Cuadernos.info||Cuad.inf.|cinfo|0719-367X||0719-367X|Pontificia Universidad Católica de Chile. Facultad de Comunicaciones
Chile|Cubo (Temuco)||Cubo|cubo|0719-0646||0719-0646|Universidad de La Frontera. Departamento de Matemática y Estadística-Universidade Federal de Pernambuco. Departamento de Matemática
Mexico|Cuestiones constitucionales||Cuest. Const.|cconst|1405-9193|1405-9193||Instituto de Investigaciones Jurídicas, UNAM
Colombia|Cuestiones Teológicas||Cuest. teol.|cteo|0120-131X|0120-131X||Universidad Pontificia Bolivariana
Mexico|Cuicuilco||Cuicuilco|cuicui|0185-1659|0185-1659||Escuela Nacional de Antropología e Historia
Cuba|Cultivos Tropicales||cultrop|ctr|0258-5936|0258-5936|1819-4087|Ediciones INCA
Mexico|Cultura y representaciones sociales||Cultura representaciones soc|crs|2007-8110|2007-8110||Universidad Nacional Autónoma de México, Instituto de Investigaciones Sociales
Mexico|Culturales||Culturales|cultural|1870-1191|1870-1191||Universidad Autónoma de Baja California, Instituto de Investigaciones Culturales-Museo
South Africa|Curationis||Curationis|cura|2223-6279|2223-6279||AOSIS OpenJournals
Argentina|Cuyo||Cuyo-anu. filos. argent. am.|cuyo|1853-3175||1853-3175|Instituto de Filosofía Argentina y Americana. Facultad de Filosofía y Letras. Universidad Nacional de Cuyo
Brazil|Dados||Dados|dados|0011-5258|0011-5258||Instituto de Estudos Sociais e Políticos (IESP) da Universidade do Estado do Rio de Janeiro (UERJ)
Social Sciences|Dados||Dados|dados|0011-5258|0011-5258||Instituto de Estudos Sociais e Políticos (IESP) - Universidade do Estado do Rio de Janeiro (UERJ)
Argentina|Darwiniana, nueva serie||Darwiniana, nueva serie|darwin|0011-6793|0011-6793|1850-1699|Instituto de Botánica Darwinion & Museo Botánico de Córdoba
South Africa|De Jure||De Jure (Pretoria)|dejure|2225-7160|2225-7160||Pretoria University Law Press
Brazil|DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada||DELTA|delta|0102-4450|0102-4450||Pontifícia Universidade Católica de São Paulo - PUC-SP
Brazil|Dental Press Journal of Orthodontics|Dental Press J Orthod|Dental Press J. Orthod.|dpjo|2176-9451|2176-9451|2177-6709|Dental Press International
Peru|Dermatología Peruana||Dermatol. peru.|dp|1028-7175|1028-7175||Sociedad Peruana de Dermatología
Mexico|Desacatos||Desacatos|desacatos|1405-9274|1405-9274|1607-050X|Centro de Investigaciones y Estudios Superiores en Antropología Social
Colombia|Desafíos||Desafíos|desa|0124-4035|0124-4035||Centro de Estudios Políticos e Internacionales, Facultades de Ciencia Política y Gobierno y de Relaciones Internacionales de la Universidad Colegio Mayor de Nuestra Señora del Rosario.
Social Sciences|Desarrollo Económico (Buenos Aires)||Desarro. econ. (B. Aires)|rde|0046-001X|0046-001X||Instituto de Desarrollo Económico y Social
Colombia|Desarrollo y Sociedad||Desarro. soc.|dys|0120-3584|0120-3584||Universidad de los Andes
Argentina|Diaeta||Diaeta|diaeta|1852-7337||1852-7337|Asociación Argentina de Dietistas y Nutricionistas Dietista
Colombia|Discusiones Filosóficas||discus.filos|difil|0124-6127|0124-6127||Vicerrectoría de Investigaciones y Postgrados, Universidad de Caldas
Colombia|Diversitas: Perspectivas en Psicología||Divers.: Perspect. Psicol.|dpp|1794-9998|1794-9998||Universidad Santo Tomás
Chile|Diálogo andino||Diálogo Andino|rda|0719-2681||0719-2681|Universidad de Tarapacá. Departamento de Ciencias Históricas y Geográficas
Costa Rica|Diálogos Revista Electrónica de Historia||Diálogos rev. electr. hist|dreh|1409-469X|1409-469X||Escuela de Historia. Universidad de Costa Rica
Mexico|Diánoia||Diánoia|dianoia|0185-2450|0185-2450||Instituto de Investigaciones Filosóficas, UNAM
Argentina|Documentos y aportes en administración pública y gestión estatal||Doc. aportes adm. pública gest. estatal|daapge|1851-3727||1851-3727|Magister en Administración Pública, Facultad de Ciencias Económicas, Universidad Nacional del Litoral
Colombia|DYNA||Dyna rev.fac.nac.minas|dyna|0012-7353|0012-7353||Universidad Nacional de Colombia
Spain|Dynamis|Dynamis|Dynamis|dyn|0211-9536|0211-9536||Universidad de Granada
Colombia|Díkaion Revista de Fundamentación Jurídica||Díkaion|dika|0120-8942|0120-8942||Universidad de la Sabana
Portugal|e-Journal of Portuguese History||e-JPH|ejph|1645-6432||1645-6432|Universidade do Porto-Brown University
Colombia|Earth Sciences Research Journal||Earth Sci. Res. J.|esrj|1794-6190|1794-6190||Universidad Nacional de Colombia
Brazil|Eclética Química||Eclet. Quím.|eq|0100-4670|0100-4670||Fundação Editora da Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP
Peru|Ecología Aplicada||Ecol. apl.|ecol|1726-2216|1726-2216||Universidad Nacional Agraria La Molina. Departamento Académico de Biología
Argentina|Ecología austral||Ecol. austral|ecoaus|1667-782X||1667-782X|Asociación Argentina de Ecología
Bolivia|Ecología en Bolivia||Ecología en Bolivia|reb|1605-2528||1605-2528|Plural Editores
Brazil|Economia Aplicada||Econ. Apl.|ecoa|1413-8050|1413-8050||Faculdade de Economia, Administração e Contabilidade de Ribeirão Preto da Universidade de São Paulo
Brazil|Economia e Sociedade||Econ. soc.|ecos|0104-0618|0104-0618||Instituto de Economia da Universidade Estadual de Campinas
Portugal|Economia Global e Gestão||Economia Global e Gestão|egg|0873-7444|0873-7444||ISCTE-IUL Business School
Mexico|Economía mexicana. Nueva época||Econ. mex. Nueva época|emne|1665-2045|1665-2045||Centro de Investigación y Docencia Económicas
Mexico|Economía UNAM||Economía UNAM|eunam|1665-952X|1665-952X||Universidad Nacional Autónoma de México, Facultad de Economía
Mexico|Economía, sociedad y territorio||Econ. soc. territ|est|1405-8421|1405-8421||El Colegio Mexiquense A.C.
Mexico|Economía: teoría y práctica||Econ: teor. práct|etp|0188-3380|0188-3380||UAM, Unidad Iztapalapa, Departamento de Economía
Mexico|EconoQuantum||EconoQuantum|ecoqu|1870-6622|1870-6622||Universidad de Guadalajara
Colombia|Ecos de Economía||ecos.econ.|ecos|1657-4206|1657-4206||Universidad EAFIT
Mexico|Ecosistemas y recursos agropecuarios||Ecosistemas y recur. agropecuarios|era|2007-9028|2007-9028|2007-901X|Universidad Juárez Autónoma de Tabasco, Dirección de Investigación y Posgrado
Mexico|Educación matemática||Educ. mat|ed|1665-5826|1665-5826||Editorial Santillana
Cuba|Educación Médica Superior||Educ Med Super|ems|0864-2141|0864-2141|1561-2902|Editorial Ciencias Médicas
Spain|Educación Médica||Educ. méd.|edu|1575-1813|1575-1813||Fundación Educación Médica
Mexico|Educación química||Educ. quím|eq|0187-893X|0187-893X||Universidad Nacional Autónoma de México, Facultad de Química
Colombia|Educación y Educadores||educ.educ.|eded|0123-1294|0123-1294||Universidad de La Sabana
Brazil|Educar em Revista||Educ. rev.|er|0104-4060|0104-4060||Setor de Educação da Universidade Federal do Paraná
Brazil|Educação & Realidade||Educ. Real.|edreal|2175-6236||2175-6236|Universidade Federal do Rio Grande do Sul - Faculdade de Educação
Brazil|Educação & Sociedade||Educ. Soc.|es|0101-7330|0101-7330||Centro de Estudos Educação e Sociedade - Cedes
Brazil|Educação e Pesquisa||Educ. Pesqui.|ep|1517-9702|1517-9702||Faculdade de Educação da Universidade de São Paulo
Brazil|Educação em Revista||Educ. rev.|edur|0102-4698|0102-4698||Faculdade de Educação da Universidade Federal de Minas Gerais
Cuba|EDUMECENTRO||Rev EDUMECENTRO|edu|2077-2874||2077-2874|Universidad de Ciencias Médicas de Villa Clara
Colombia|Eidos||Eidos|eidos|1692-8857|1692-8857|2011-7477|Fundación Universidad del Norte
Brazil|Einstein (São Paulo)|Einstein (Sao Paulo)|Einstein (São Paulo)|eins|1679-4508|1679-4508|2317-6385|Instituto Israelita de Ensino e Pesquisa Albert Einstein
Argentina|El hornero||Hornero|hornero|0073-3407|0073-3407|1850-4884|Aves Argentinas/Asociación Ornitológica del Plata
Colombia|El Ágora U.S.B.||Ágora U.S.B.|agor|1657-8031|1657-8031||Universidad de San Buenaventura
Chile|Electronic Journal of Biotechnology||Electron. J. Biotechnol.|ejb|0717-3458||0717-3458|Pontificia Universidad Católica de Valparaíso and CONICYT
Mexico|En-claves del pensamiento||En-clav. pen|enclav|1870-879X|1870-879X||Instituto Tecnológico y de Estudios Superiores de Monterrey, División de Humanidades y Ciencias Sociales
Spain|Ene||Ene.|ene|1988-348X||1988-348X|Martín Rodríguez Álvaro
Spain|Enfermería Global||Enferm. glob.|eg|1695-6141||1695-6141|Universidad de Murcia
Spain|Enfermería Nefrológica||Enferm Nefrol|enefro|2254-2884|2254-2884||Sociedad Española de Enfermería Nefrológica
Mexico|Enfermería universitaria||Enferm. univ|eu|1665-7063|1665-7063|2395-8421|Universidad Nacional Autónoma de México, Escuela Nacional de Enfermería y Obstetricia
Argentina|Enfoques||Enfoques|enfoques|1669-2721||1669-2721|Dirección Editorial UAP, Universidad Adventista del Plata
Brazil|Engenharia Agrícola||Eng. Agríc.|eagri|0100-6916|0100-6916|1809-4430|Associação Brasileira de Engenharia Agrícola
Brazil|Engenharia Sanitaria e Ambiental||Eng. Sanit. Ambient.|esa|1413-4152|1413-4152||Associação Brasileira de Engenharia Sanitária e Ambiental - ABES
Brazil|Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)||Ens. Pesqui. Educ. Ciênc. (Belo Horizonte)|epec|1983-2117||1983-2117|Faculdade de Educação da Universidade Federal de Minas Gerais
Brazil|Ensaio: Avaliação e Políticas Públicas em Educação||Ensaio: aval.pol.públ.Educ.|ensaio|0104-4036|0104-4036||Fundação CESGRANRIO
Colombia|Ensayos sobre POLÍTICA ECONÓMICA||Ens. polit. econ.|espe|0120-4483|0120-4483||Banco de la República
Brazil|Entomología y Vectores||Entomol. vectores|ev|0328-0381|0328-0381||Editora Gama Filho
Colombia|Entramado||Entramado|entra|1900-3803|1900-3803||Universidad Libre de Cali
Brazil|Epidemiologia e Serviços de Saúde||Epidemiol. Serv. Saúde|ress|2237-9622||2237-9622|Secretaria de Vigilância em Saúde - Ministério da Saúde do Brasil
Brazil|Escola Anna Nery||Esc. Anna Nery|ean|1414-8145|1414-8145||Universidade Federal do Rio de Janeiro
Spain|Escritos de Psicología (Internet)||Escritos de Psicología|ep|1989-3809||1989-3809|Universidad de Málaga
Colombia|Escritos||Escritos - Fac. Filos. Let. Univ. Pontif. Bolivar.|esupb|0120-1263|0120-1263||Universidad Pontificia Bolivariana
Argentina|Espacios en blanco. Serie indagaciones||Espac. blanco, Ser. indagaciones|eb|1515-9485|1515-9485|2313-9927|Núcleo de Estudios Educacionales y Sociales; Facultad de Ciencias Humanas; Universidad Nacional del Centro de la Provincia de Buenos Aires
Mexico|Espiral (Guadalajara)||Espiral (Guadalaj.)|espiral|1665-0565|1665-0565||Universidad de Guadalajara, Centro Universitario de Ciencias Sociales y Humanidades
Chile|Estudios atacameños||Estud. atacam.|eatacam|0718-1043||0718-1043|Universidad Católica del Norte. Instituto de Investigaciones Arqueológicas y Museo R. P. Gustavo Le Paige
Chile|Estudios constitucionales||Estudios constitucionales|estconst|0718-5200||0718-5200|Universidad de Talca. Centro de Estudios Constitucionales
Mexico|Estudios de cultura maya||Estud. cult. maya|ecm|0185-2574|0185-2574||UNAM, Instituto de Investigaciones Filológicas
Mexico|Estudios de cultura náhuatl||Estud. cult. náhuatl|ecn|0071-1675|0071-1675||Universidad Nacional Autónoma de México, Instituto de Investigaciones Históricas
Chile|Estudios de economía||Estudios de Economía|ede|0718-5286||0718-5286|Universidad de Chile. Departamento de Economía
Argentina|Estudios de filosofía práctica e historia de las ideas||Estud. filos. práct. hist. ideas|efphi|1851-9490||1851-9490|Instituto de Ciencias Sociales, Humanas y Ambientales, CRICYT, CONICET
Colombia|Estudios de Filosofía||Estud.filos|ef|0121-3628|0121-3628||Instituto de Filosofía, Universidad de Antioquia.
Mexico|Estudios de historia moderna y contemporánea de México||Estud. hist. mod. contemp. Mex|ehmcm|0185-2620|0185-2620||Instituto de Investigaciones Históricas, UNAM
Mexico|Estudios de historia novohispana||Estud. hist. novohisp|ehn|0185-2523|0185-2523||Universidad Nacional Autónoma de México, Instituto de Investigaciones Históricas
Chile|Estudios filológicos||Estud. filol.|efilolo|0071-1713|0071-1713||Facultad de Filosofía y Humanidades de la Universidad Austral de Chile.
Mexico|Estudios fronterizos||Estud. front|estfro|0187-6961|0187-6961||Universidad Autónoma de Baja California
Colombia|Estudios Gerenciales||estud.gerenc.|eg|0123-5923|0123-5923||Universidad Icesi
Chile|Estudios internacionales (Santiago)||Estud. int. (Santiago, en línea)|rei|0719-3769||0719-3769|Instituto de Estudios Internacionales, Universidad de Chile
Chile|Estudios pedagógicos (Valdivia)||Estud. pedagóg.|estped|0718-0705||0718-0705|Universidad Austral de Chile. Facultad de Filosofía y Humanidades
Mexico|Estudios políticos (México)||Estud. polít. (Méx.)|ep|0185-1616|0185-1616||Universidad Nacional Autónoma de México, Facultad de Ciencias Políticas y Sociales, Centro de Estudios Políticos
Colombia|Estudios Políticos||Estud. polit., Medellín|espo|0121-5167|0121-5167||Universidad de Antioquia
Mexico|Estudios sociales (Hermosillo, Son.)||Estud. soc|estsoc|0188-4557|0188-4557||Centro de Investigación en Alimentación y Desarrollo, A. C.
Colombia|Estudios Socio-Jurídicos||Estud. Socio-Juríd|esju|0124-0579|0124-0579||Universidad del Rosario
Argentina|Estudios y perspectivas en turismo||Estud. perspect. tur.|eypt|1851-1732||1851-1732|Centro de Investigaciones y Estudios Turísticos
Brazil|Estudos Afro-Asiáticos||Estud. afro-asiát.|eaa|0101-546X|0101-546X||Universidade Cândido Mendes
Brazil|Estudos Avançados||Estud. av.|ea|0103-4014|0103-4014||Instituto de Estudos Avançados da Universidade de São Paulo
Brazil|Estudos de Literatura Brasileira Contemporânea||Estud. Lit. Bras. Contemp.|elbc|2316-4018|2316-4018||Grupo de Estudos em Literatura Brasileira Contemporânea-Programa de Pós-Graduação em Literatura da Universidade de Brasília (UnB)
